Country,State,District,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
India,Puducherry,Karaikal,"Agriculture Year (Jul - Jun), 2016",16012.000,0.000,5634.000,0.000,0.000,214.000,2673.000,1510.000,1783.000,4198.000,5871.000,1673.000
India,Uttar Pradesh,Budaun,"Agriculture Year (Jul - Jun), 2015",426768.000,6902.000,51334.000,5114.000,313.000,4268.000,2104.000,3363.000,6278.000,347092.000,630575.000,283483.000
India,Uttar Pradesh,Shravasti,"Agriculture Year (Jul - Jun), 2011",192887.000,34363.000,21104.000,468.000,88.000,1776.000,687.000,1296.000,3330.000,129775.000,182702.000,52927.000
India,Uttar Pradesh,Jalaun,"Agriculture Year (Jul - Jun), 2012",454434.000,28178.000,38376.000,11180.000,152.000,1611.000,2128.000,6301.000,21419.000,345089.000,417661.000,72572.000
India,West Bengal,Coochbehar,"Agriculture Year (Jul - Jun), 2015",331565.000,4256.000,64115.000,0.000,5.000,6438.000,209.000,0.000,800.000,255742.000,519681.000,263939.000
India,Nagaland,Kiphire,"Agriculture Year (Jul - Jun), 2017",142636.000,83564.000,6629.000,225.000,0.000,8043.000,7337.000,8090.000,2758.000,25990.000,33695.000,7705.000
India,Karnataka,Tumakuru,"Agriculture Year (Jul - Jun), 2015",1064755.000,45177.000,89943.000,67539.000,76453.000,21033.000,62642.000,23731.000,192477.000,485760.000,558134.000,72374.000
India,Uttar Pradesh,Kanpur Dehat,"Agriculture Year (Jul - Jun), 2014",314984.000,5796.000,30774.000,15042.000,376.000,2696.000,3980.000,8409.000,28088.000,219823.000,294727.000,74904.000
India,Rajasthan,Jhunjhunu,"Agriculture Year (Jul - Jun), 2017",591536.000,40045.000,22294.000,15707.000,39242.000,26.000,5907.000,41920.000,35531.000,390864.000,607547.000,216683.000
India,Karnataka,Yadgir,"Agriculture Year (Jul - Jun), 2013",516088.000,33773.000,29623.000,27954.000,11755.000,737.000,2385.000,4346.000,66025.000,339490.000,418447.000,78957.000
India,Uttar Pradesh,Banda,"Agriculture Year (Jul - Jun), 2013",438949.000,5429.000,41742.000,10300.000,349.000,1058.000,11212.000,10358.000,13031.000,345470.000,439770.000,94300.000
India,Tripura,West Tripura,"Agriculture Year (Jul - Jun), 2014",104595.000,29265.000,40861.000,0.000,100.000,527.000,198.000,103.000,108.000,33433.000,60729.000,27296.000
India,Uttarakhand,Haridwar,"Agriculture Year (Jul - Jun), 2013",232641.000,72431.000,29026.000,3249.000,58.000,2031.000,1708.000,3336.000,4001.000,116801.000,163311.000,46510.000
India,Jharkhand,Jamtara,"Agriculture Year (Jul - Jun), 2016",180704.000,14042.000,22748.000,9215.000,14242.000,1958.000,14380.000,39391.000,13299.000,51429.000,61930.000,10501.000
India,Jammu And Kashmir,Pulwama,"Agriculture Year (Jul - Jun), 2015",60772.000,320.000,8387.000,2542.000,5953.000,1102.000,3617.000,158.000,6033.000,32660.000,55870.000,23210.000
India,Mizoram,Aizawl,"Agriculture Year (Jul - Jun), 2013",,,,,,,,,,,,
India,Karnataka,Dakshina Kannada,"Agriculture Year (Jul - Jun), 2012",477381.000,128476.000,66366.000,58780.000,18902.000,31539.000,30295.000,5899.000,7156.000,129968.000,156945.000,26977.000
India,Uttar Pradesh,Auraiya,"Agriculture Year (Jul - Jun), 2011",206126.000,4321.000,20902.000,7015.000,1292.000,1521.000,7087.000,7577.000,11090.000,145321.000,232820.000,87499.000
India,Tamil Nadu,Tiruppur,"Agriculture Year (Jul - Jun), 2013",478890.067,44397.608,63432.133,2342.101,116.137,1832.388,3618.689,112575.698,85162.701,165412.612,165967.490,554.878
India,Odisha,Dhenkanal,"Agriculture Year (Jul - Jun), 2013",440393.000,173762.000,40000.000,9000.000,14000.000,6000.000,37000.000,30000.000,32000.000,98631.000,106225.000,7594.000
India,Rajasthan,Sikar,"Agriculture Year (Jul - Jun), 2011",774243.000,61113.000,35845.000,18181.000,40285.000,66.000,8818.000,42889.000,40938.000,526108.000,776741.000,250633.000
India,Rajasthan,Karauli,"Agriculture Year (Jul - Jun), 2014",504302.000,172732.000,23628.000,49003.000,30628.000,199.000,11700.000,8831.000,7157.000,200424.000,328743.000,128319.000
India,Uttar Pradesh,Sultanpur,"Agriculture Year (Jul - Jun), 2016",265881.000,637.000,41350.000,7850.000,1090.000,2024.000,6900.000,12123.000,15539.000,178368.000,292244.000,113876.000
India,Punjab,Pathankot,"Agriculture Year (Jul - Jun), 2013",93562.000,15361.000,12879.000,2259.000,32.000,2248.000,1827.000,0.000,11141.000,47815.000,117936.000,70121.000
India,Rajasthan,Tonk,"Agriculture Year (Jul - Jun), 2012",717958.000,27063.000,49976.000,27227.000,41345.000,228.000,44130.000,26749.000,28936.000,472304.000,637436.000,165132.000
India,Haryana,Rohtak,"Agriculture Year (Jul - Jun), 2017",166847.000,42.000,3819.000,5088.000,0.000,0.000,16642.000,0.000,4128.000,137128.000,241679.000,104551.000
India,Odisha,Ganjam,"Agriculture Year (Jul - Jun), 2012",867664.000,314990.000,84000.000,50000.000,17000.000,14000.000,26000.000,35000.000,59000.000,267674.000,328863.000,61189.000
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2016",363791.000,33260.000,51885.000,275.000,174.000,1238.000,480.000,3398.000,4428.000,268653.000,438411.000,169758.000
India,Uttar Pradesh,Hamirpur,"Agriculture Year (Jul - Jun), 2011",390865.000,24476.000,32970.000,7136.000,465.000,783.000,8558.000,5290.000,16986.000,294201.000,345104.000,50903.000
India,Uttar Pradesh,Etawah,"Agriculture Year (Jul - Jun), 2016",240270.000,30147.000,27490.000,6820.000,530.000,970.000,10056.000,6370.000,9324.000,148563.000,295637.000,147074.000
India,Karnataka,Ballari,"Agriculture Year (Jul - Jun), 2015",813196.000,97017.000,110291.000,53477.000,5472.000,3606.000,24839.000,19986.000,57837.000,440671.000,552223.000,111552.000
India,Kerala,Palakkad,"Agriculture Year (Jul - Jun), 2016",447584.000,136257.000,66375.000,2003.000,0.000,724.000,23284.000,16155.000,13889.000,188897.000,278455.000,89558.000
India,Madhya Pradesh,Ashoknagar,"Agriculture Year (Jul - Jun), 2014",467394.000,53908.000,29476.000,36779.000,12617.000,28.000,21059.000,2033.000,970.000,310524.000,499933.000,189409.000
India,Jharkhand,Chatra,"Agriculture Year (Jul - Jun), 2015",382050.000,216914.000,17852.000,18763.000,1059.000,2104.000,3960.000,44571.000,50518.000,26309.000,54585.000,28276.000
India,West Bengal,Bankura,"Agriculture Year (Jul - Jun), 2014",687998.000,148930.000,162675.000,1653.000,472.000,1446.000,1528.000,872.000,33110.000,337312.000,492227.000,154915.000
India,Haryana,Panipat,"Agriculture Year (Jul - Jun), 2012",130340.057,2974.780,17826.222,857.832,4874.530,1.242,1238.939,157.000,7465.016,94944.495,189747.913,94803.418
India,Nagaland,Tuensang,"Agriculture Year (Jul - Jun), 2015",,,,,,,,,,,,
India,Uttar Pradesh,Ambedkar Nagar,"Agriculture Year (Jul - Jun), 2011",236203.000,328.000,41137.000,3438.000,506.000,4388.000,3989.000,5012.000,10481.000,166924.000,285581.000,118657.000
India,Uttar Pradesh,Lucknow,"Agriculture Year (Jul - Jun), 2013",251596.000,12000.000,55129.000,6549.000,3070.000,1919.000,4916.000,18062.000,12150.000,137801.000,203262.000,65461.000
India,West Bengal,Bankura,"Agriculture Year (Jul - Jun), 2011",687998.000,148930.000,156017.000,2423.000,1091.000,1829.000,2422.000,1179.000,44823.000,329284.000,504056.000,174772.000
India,Rajasthan,Jodhpur,"Agriculture Year (Jul - Jun), 2012",2256405.000,6996.000,80570.000,145322.000,122215.000,148.000,22596.000,345207.000,277853.000,1255498.000,1449043.000,193545.000
India,Nagaland,Kohima,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2017",245330.000,232.000,36926.000,79.000,391.000,3150.000,1030.000,4803.000,6132.000,192587.000,373018.000,180431.000
India,Nagaland,Noklak,"Agriculture Year (Jul - Jun), 2012",,,,,,,,,,,,
India,Rajasthan,Pratapgarh,"Agriculture Year (Jul - Jun), 2017",411736.000,120911.000,10678.000,27974.000,22527.000,94.000,35198.000,8038.000,2786.000,183530.000,306625.000,123095.000
India,Jharkhand,Garhwa,"Agriculture Year (Jul - Jun), 2016",428826.000,191161.000,22989.000,26843.000,2961.000,3047.000,9731.000,61460.000,44200.000,66434.000,91380.000,24946.000
India,Kerala,Kozhikode,"Agriculture Year (Jul - Jun), 2012",234641.000,41386.000,33245.000,763.000,8.000,119.000,2580.000,1341.000,2015.000,153184.000,203275.000,50091.000
India,Uttarakhand,Haridwar,"Agriculture Year (Jul - Jun), 2016",232798.000,72431.000,30480.000,3401.000,64.000,1551.000,1215.000,3880.000,5613.000,114163.000,162114.000,47951.000
India,Uttar Pradesh,Pratapgarh,"Agriculture Year (Jul - Jun), 2011",361629.000,569.000,40987.000,7017.000,622.000,15380.000,7519.000,13649.000,56035.000,219851.000,303673.000,83822.000
India,Uttar Pradesh,Gorakhpur,"Agriculture Year (Jul - Jun), 2011",335217.000,5754.000,46962.000,3556.000,219.000,2777.000,2222.000,7990.000,20728.000,245009.000,379528.000,134519.000
India,Madhya Pradesh,Barwani,"Agriculture Year (Jul - Jun), 2017",529846.000,183067.000,28462.000,73525.000,4992.000,0.000,6882.000,3188.000,740.000,228990.000,308289.000,79299.000
India,Uttar Pradesh,Shahjahanpur,"Agriculture Year (Jul - Jun), 2014",437469.000,10498.000,41434.000,7112.000,1050.000,3800.000,3527.000,4952.000,13386.000,351710.000,570805.000,219095.000
India,Jharkhand,Giridih,"Agriculture Year (Jul - Jun), 2018",493248.000,158533.000,33348.000,37726.000,14234.000,9218.000,20503.000,51993.000,117390.000,50303.000,130690.000,80387.000
India,Rajasthan,Pratapgarh,"Agriculture Year (Jul - Jun), 2016",411736.000,120939.000,10646.000,27998.000,22539.000,98.000,34106.000,8181.000,3163.000,184066.000,305396.000,121330.000
India,Uttar Pradesh,Etawah,"Agriculture Year (Jul - Jun), 2015",240270.000,30140.000,27329.000,6823.000,522.000,946.000,7561.000,10428.000,7869.000,148652.000,255564.000,106912.000
India,Madhya Pradesh,Bhopal,"Agriculture Year (Jul - Jun), 2016",277880.000,43656.000,34472.000,3949.000,33494.000,30.000,5641.000,4217.000,741.000,151680.000,229649.000,77969.000
India,Telangana,Jogulamba Gadwal,"Agriculture Year (Jul - Jun), 2013",271721.515,37679.542,14394.076,12908.246,2588.666,953.207,3166.694,23996.023,41375.910,134659.151,149997.588,15338.438
India,Madhya Pradesh,Khargone,"Agriculture Year (Jul - Jun), 2014",818657.000,246872.000,47699.000,36226.000,58590.000,18.000,19255.000,9188.000,2717.000,398092.000,577383.000,179291.000
India,Meghalaya,Unknown Districts Of India,"Agriculture Year (Jul - Jun), 2011",1533099.000,649824.000,66322.000,74359.000,0.000,110819.000,266948.000,120861.000,44313.000,199653.000,237470.000,37817.000
India,West Bengal,24 Paraganas North,"Agriculture Year (Jul - Jun), 2018",386524.000,94.000,134381.000,2.000,0.000,3277.000,70.000,0.000,17800.000,230900.000,500385.000,269485.000
India,Madhya Pradesh,Alirajpur,"Agriculture Year (Jul - Jun), 2017",382659.000,121417.000,26574.000,49244.000,3890.000,0.000,9140.000,2206.000,2547.000,167641.000,205693.000,38052.000
India,Madhya Pradesh,Sagar,"Agriculture Year (Jul - Jun), 2014",1022759.000,297932.000,58309.000,12634.000,76714.000,686.000,10579.000,10351.000,7381.000,548173.000,884571.000,336398.000
India,Telangana,Rajanna Sircilla,"Agriculture Year (Jul - Jun), 2016",189652.000,38263.000,17862.000,16595.000,8185.000,2957.000,7506.000,11827.000,4269.000,82188.000,110940.000,28752.000
India,Kerala,Malappuram,"Agriculture Year (Jul - Jun), 2012",355446.000,103417.000,51480.000,938.000,1.000,275.000,5951.000,5268.000,8138.000,179978.000,230288.000,50310.000
India,Uttar Pradesh,Lalitpur,"Agriculture Year (Jul - Jun), 2012",509791.000,76158.000,41510.000,13907.000,2643.000,689.000,58629.000,12279.000,1976.000,302000.000,519755.000,217755.000
India,Uttar Pradesh,Muzaffarnagar,"Agriculture Year (Jul - Jun), 2015",293815.000,24054.000,40468.000,2238.000,101.000,1788.000,1253.000,2776.000,5533.000,215604.000,322237.000,106633.000
India,Jammu And Kashmir,Kathua,"Agriculture Year (Jul - Jun), 2014",264729.000,72732.000,46145.000,33862.000,10881.000,10274.000,8952.000,272.000,19949.000,61662.000,123208.000,61546.000
India,Haryana,Nuh,"Agriculture Year (Jul - Jun), 2011",147650.000,0.000,20637.000,9397.000,508.000,0.000,0.000,0.000,0.000,117108.000,171736.000,54628.000
India,Telangana,Medchal Malkajgiri,"Agriculture Year (Jul - Jun), 2018",105986.000,8363.000,33877.000,7860.000,9333.000,806.000,9139.000,11567.000,16323.000,8718.000,12134.000,3416.000
India,Jammu And Kashmir,Ganderbal,"Agriculture Year (Jul - Jun), 2013",39304.000,988.000,5909.000,3161.000,1790.000,1378.000,2478.000,3901.000,5900.000,13799.000,18692.000,4893.000
India,Madhya Pradesh,Ujjain,"Agriculture Year (Jul - Jun), 2013",609874.000,3149.000,58788.000,5900.000,32285.000,129.000,7635.000,1792.000,535.000,499661.000,938003.000,438342.000
India,Jharkhand,Ranchi,"Agriculture Year (Jul - Jun), 2017",497306.000,99584.000,32046.000,25772.000,1374.000,3307.000,28092.000,92212.000,99865.000,115054.000,265074.000,150020.000
India,Nagaland,Phek,"Agriculture Year (Jul - Jun), 2016",202338.000,124774.000,9611.000,250.000,0.000,10843.000,5412.000,9576.000,5125.000,36747.000,50016.000,13269.000
India,West Bengal,Kalimpong,"Agriculture Year (Jul - Jun), 2011",103441.766,39592.889,12274.034,818.714,179.888,838.419,415.078,1009.408,5518.055,42795.281,61264.017,18468.736
India,Haryana,Panipat,"Agriculture Year (Jul - Jun), 2016",130340.057,1307.954,19050.192,1026.000,4838.774,1.456,699.963,391.881,8743.582,94280.255,184683.563,90403.308
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",248333.000,47000.000,31000.000,15000.000,14000.000,9000.000,9000.000,14000.000,15000.000,94333.000,117094.000,22761.000
India,Telangana,Jagitial,"Agriculture Year (Jul - Jun), 2018",285661.000,55932.000,15774.000,21025.000,12772.000,3089.000,7569.000,15241.000,20624.000,133635.000,196686.000,63051.000
India,Madhya Pradesh,Agar Malwa,"Agriculture Year (Jul - Jun), 2015",272578.000,6110.000,25037.000,29621.000,21684.000,13.000,8937.000,1941.000,337.000,178898.000,288306.000,109408.000
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2013",493092.000,97122.000,38181.000,37141.000,39544.000,25.000,31414.000,18934.000,13947.000,216784.000,308195.000,91411.000
India,West Bengal,Dinajpur Uttar,"Agriculture Year (Jul - Jun), 2013",312466.000,580.000,31455.000,69.000,31.000,3210.000,11.000,64.000,258.000,276788.000,498548.000,221760.000
India,Madhya Pradesh,Seoni,"Agriculture Year (Jul - Jun), 2012",875401.000,328525.000,49549.000,11815.000,20347.000,31.000,29704.000,18496.000,16305.000,400629.000,561335.000,160706.000
India,Mizoram,Champhai,"Agriculture Year (Jul - Jun), 2014",,,,,,,,,,,,
India,Tamil Nadu,Tirupathur,"Agriculture Year (Jul - Jun), 2012",184659.169,50619.403,24963.164,6377.098,1259.512,957.890,1796.941,23552.686,22502.157,52630.318,60543.596,7913.278
India,Nagaland,Unknown Districts Of India,"Agriculture Year (Jul - Jun), 2016",423598.000,200505.000,31236.000,722.000,0.000,16345.000,13331.000,20635.000,8598.000,132226.000,180407.000,48181.000
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2016",519757.000,77647.000,40491.000,36919.000,40039.000,139.000,23292.000,16751.000,12030.000,272449.000,450639.000,178190.000
India,Rajasthan,Nagaur,"Agriculture Year (Jul - Jun), 2013",1763821.000,18765.000,89957.000,55767.000,71350.000,78.000,12674.000,83686.000,138865.000,1292679.000,1757833.000,465154.000
India,Uttar Pradesh,Mirzapur,"Agriculture Year (Jul - Jun), 2014",452508.000,109383.000,57001.000,8166.000,502.000,15014.000,10024.000,11252.000,30638.000,210528.000,298061.000,87533.000
India,Jharkhand,Dumka,"Agriculture Year (Jul - Jun), 2016",377523.000,48871.000,32280.000,25718.000,18159.000,5972.000,22500.000,45996.000,122312.000,55715.000,84911.000,29196.000
India,Rajasthan,Jhalawar,"Agriculture Year (Jul - Jun), 2012",632235.000,126390.000,28573.000,33496.000,47210.000,4241.000,37875.000,14805.000,5591.000,334054.000,614323.000,280269.000
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2012",393139.000,184969.000,26000.000,8000.000,18000.000,2000.000,7000.000,9000.000,21000.000,117170.000,131321.000,14151.000
India,Uttar Pradesh,Jalaun,"Agriculture Year (Jul - Jun), 2014",454434.000,28178.000,39196.000,8539.000,152.000,1856.000,1633.000,5592.000,17388.000,351900.000,441144.000,89244.000
India,Nagaland,Peren,"Agriculture Year (Jul - Jun), 2015",151734.000,105434.000,5985.000,173.000,0.000,4854.000,2065.000,4327.000,2417.000,26479.000,36589.000,10110.000
India,Uttar Pradesh,Aligarh,"Agriculture Year (Jul - Jun), 2015",371261.000,2577.000,41241.000,5747.000,1727.000,215.000,6714.000,4612.000,2802.000,305626.000,565553.000,259927.000
India,Punjab,S.A.S Nagar,"Agriculture Year (Jul - Jun), 2015",120938.000,15754.000,15230.000,9356.000,1157.000,517.000,202.000,92.000,1380.000,77250.000,98663.000,21413.000
India,Odisha,Cuttack,"Agriculture Year (Jul - Jun), 2015",333968.000,22000.000,89000.000,13000.000,14000.000,7000.000,16000.000,22000.000,24000.000,126968.000,162621.000,35653.000
India,Rajasthan,Jhunjhunu,"Agriculture Year (Jul - Jun), 2015",591536.000,40045.000,22070.000,15701.000,39257.000,24.000,6169.000,35067.000,29720.000,403483.000,635494.000,232011.000
India,Nagaland,Tuensang,"Agriculture Year (Jul - Jun), 2014",,,,,,,,,,,,
India,Uttar Pradesh,Muzaffarnagar,"Agriculture Year (Jul - Jun), 2011",293815.000,24225.000,38028.000,2202.000,99.000,1719.000,1244.000,1395.000,3560.000,221343.000,330529.000,109186.000
India,Uttar Pradesh,Pratapgarh,"Agriculture Year (Jul - Jun), 2016",361629.000,569.000,71386.000,9028.000,518.000,15123.000,5574.000,3806.000,27114.000,228511.000,370376.000,141865.000
India,Uttarakhand,Chamoli,"Agriculture Year (Jul - Jun), 2014",851764.000,506100.000,60935.000,72226.000,27122.000,139755.000,10992.000,1760.000,776.000,32098.000,46717.000,14619.000
India,Tamil Nadu,Cuddalore,"Agriculture Year (Jul - Jun), 2014",367781.000,1415.000,58942.000,14623.000,604.000,13601.000,6034.000,25605.000,27198.000,219759.000,332302.000,112543.000
India,Himachal Pradesh,Solan,"Agriculture Year (Jul - Jun), 2013",180946.000,20222.000,13529.000,11229.000,79319.000,1061.000,12951.000,2821.000,3909.000,35905.000,75078.000,39173.000
India,Kerala,Kozhikode,"Agriculture Year (Jul - Jun), 2016",234641.000,41386.000,39075.000,603.000,0.000,90.000,2862.000,955.000,1938.000,147732.000,198389.000,50657.000
India,Tamil Nadu,Tiruppur,"Agriculture Year (Jul - Jun), 2016",478890.067,44397.608,63655.190,2348.553,110.607,1759.571,3590.115,116241.395,95583.714,151203.313,152024.569,821.256
India,Telangana,Kumuram Bheem Asifabad,"Agriculture Year (Jul - Jun), 2013",425003.220,181960.227,16305.029,11590.277,3756.284,2244.165,4960.438,23298.516,18058.876,162829.408,177613.609,14784.201
India,Haryana,Panchkula,"Agriculture Year (Jul - Jun), 2017",56732.000,1350.000,10320.000,850.000,70.000,1040.000,6910.000,9011.000,5230.000,21951.000,43353.000,21402.000
India,Uttar Pradesh,Mainpuri,"Agriculture Year (Jul - Jun), 2011",272723.000,1775.000,22374.000,13945.000,1367.000,1631.000,6726.000,16627.000,15501.000,192777.000,331685.000,138908.000
India,Odisha,Bhadrak,"Agriculture Year (Jul - Jun), 2015",238028.000,1000.000,37000.000,3000.000,11000.000,3000.000,8000.000,5000.000,8000.000,162028.000,170455.000,8427.000
India,Karnataka,Chikkamagaluru,"Agriculture Year (Jul - Jun), 2015",722075.000,202028.000,43579.000,28322.000,88585.000,19774.000,19322.000,6371.000,19374.000,294720.000,360969.000,66249.000
India,Uttar Pradesh,Balrampur,"Agriculture Year (Jul - Jun), 2013",324697.000,58797.000,34199.000,3704.000,273.000,5474.000,2144.000,2524.000,4920.000,212662.000,305240.000,92578.000
India,Uttarakhand,Pithoragarh,"Agriculture Year (Jul - Jun), 2016",746734.000,540150.000,11469.000,20810.000,45981.000,42574.000,35204.000,5890.000,3065.000,41591.000,70080.000,28489.000
India,Uttar Pradesh,Barabanki,"Agriculture Year (Jul - Jun), 2015",388587.000,5974.000,60846.000,3694.000,1569.000,7897.000,7806.000,13083.000,23530.000,264188.000,539387.000,275199.000
India,Nagaland,Kohima,"Agriculture Year (Jul - Jun), 2015",,,,,,,,,,,,
India,Odisha,Baleshwar,"Agriculture Year (Jul - Jun), 2015",349518.000,14000.000,59000.000,4000.000,16000.000,10000.000,21000.000,7000.000,15000.000,203518.000,235717.000,32199.000
India,Nagaland,Unknown Districts Of India,"Agriculture Year (Jul - Jun), 2015",423239.000,199811.000,31222.000,722.000,0.000,16594.000,14288.000,19493.000,9012.000,132097.000,178051.000,45954.000
India,Punjab,Patiala,"Agriculture Year (Jul - Jun), 2012",322191.000,12414.000,38552.000,3917.000,12.000,3350.000,0.000,321.000,5583.000,258042.000,511761.000,253719.000
India,Odisha,Baleshwar,"Agriculture Year (Jul - Jun), 2012",373258.000,33221.000,58000.000,7000.000,13000.000,13000.000,19000.000,10000.000,30000.000,190037.000,219029.000,28992.000
India,Punjab,Shahid Bhagat Singh Nagar,"Agriculture Year (Jul - Jun), 2011",126619.000,16350.000,10752.000,1448.000,0.000,0.000,0.000,0.000,2020.000,96049.000,184871.000,88822.000
India,Uttarakhand,Nainital,"Agriculture Year (Jul - Jun), 2013",408005.000,298236.000,10431.000,1006.000,304.000,21263.000,25565.000,3826.000,3353.000,44021.000,74177.000,30156.000
India,Karnataka,Tumakuru,"Agriculture Year (Jul - Jun), 2014",1064755.000,45177.000,85465.000,67539.000,76453.000,21033.000,62642.000,23692.000,162552.000,520202.000,599564.000,79362.000
India,West Bengal,Medinipur West,"Agriculture Year (Jul - Jun), 2014",628875.519,116441.875,109177.760,610.874,260.739,3154.601,1847.520,1063.950,46183.271,350134.930,683277.141,333142.211
India,Nagaland,Mon,"Agriculture Year (Jul - Jun), 2015",177747.000,101115.000,7573.000,255.000,0.000,8350.000,5452.000,9339.000,3493.000,42170.000,50302.000,8132.000
India,Rajasthan,Dholpur,"Agriculture Year (Jul - Jun), 2015",300913.000,27184.000,16899.000,57855.000,17820.000,224.000,7871.000,10791.000,8083.000,154186.000,234415.000,80229.000
India,Jammu And Kashmir,Samba,"Agriculture Year (Jul - Jun), 2012",83095.000,10445.000,7932.000,18378.000,2572.000,1242.000,10799.000,126.000,3236.000,28365.000,60610.000,32245.000
India,Telangana,Jangoan,"Agriculture Year (Jul - Jun), 2016",211572.000,2783.000,11574.000,11127.000,13200.000,6415.000,6466.000,20819.000,14210.000,124978.000,159790.000,34812.000
India,Chhattisgarh,Jashpur,"Agriculture Year (Jul - Jun), 2016",645741.000,229940.000,25210.000,52841.000,41469.000,0.000,9295.000,17675.000,24789.000,244522.000,257374.000,12852.000
India,Assam,Sonitpur,"Agriculture Year (Jul - Jun), 2016",282848.875,88584.311,82066.394,11605.826,5340.648,3539.959,123.380,1069.108,1541.972,88977.277,146049.810,57072.533
India,Assam,Karimganj,"Agriculture Year (Jul - Jun), 2011",180130.886,55756.932,31285.419,7068.818,2698.478,5446.744,2091.072,61.736,9.957,75711.730,103686.285,27974.556
India,Bihar,Sheohar,"Agriculture Year (Jul - Jun), 2014",43475.000,0.000,11402.000,409.000,0.000,3657.000,24.000,821.000,706.000,26456.000,48922.000,22466.000
India,Bihar,Siwan,"Agriculture Year (Jul - Jun), 2012",224410.000,0.000,32756.000,8741.000,150.000,8876.000,697.000,1481.000,763.000,170946.000,244571.000,73625.000
India,Assam,Kokrajhar,"Agriculture Year (Jul - Jun), 2011",314758.441,161398.236,24094.547,19908.052,15045.492,2372.899,2091.991,1483.969,870.725,87492.529,173855.337,86362.807
India,Haryana,Hisar,"Agriculture Year (Jul - Jun), 2015",404308.000,735.000,42435.000,0.000,0.000,0.000,0.000,6327.000,21776.000,333035.000,661154.000,328119.000
India,Haryana,Fatehabad,"Agriculture Year (Jul - Jun), 2017",248831.000,1.000,24482.000,1364.000,0.000,0.000,0.000,1870.000,0.000,221114.000,431773.000,210659.000
India,Assam,Karbi Anglong,"Agriculture Year (Jul - Jun), 2012",657601.609,202209.029,84990.943,290060.041,0.000,0.000,0.000,0.000,0.000,80341.597,132550.148,52208.551
India,Bihar,Nawada,"Agriculture Year (Jul - Jun), 2018",248732.000,63775.000,35709.000,11237.000,854.000,728.000,1090.000,2610.000,17854.000,114875.000,129618.000,14743.000
India,Bihar,Saran,"Agriculture Year (Jul - Jun), 2012",264887.000,0.000,34741.000,17915.000,210.000,8580.000,158.000,3664.000,33415.000,166204.000,205212.000,39008.000
India,Assam,Sonitpur,"Agriculture Year (Jul - Jun), 2015",282848.875,88584.311,82100.636,11605.826,5381.955,3725.300,123.380,1036.497,1970.811,88320.159,146789.000,58468.841
India,Assam,Lakhimpur,"Agriculture Year (Jul - Jun), 2015",228439.388,31243.577,46861.895,149.996,3406.115,9713.360,8133.970,11513.876,4611.572,112805.026,189338.838,76533.812
India,Assam,Majuli,"Agriculture Year (Jul - Jun), 2017",87933.358,7786.929,21349.516,2395.883,1408.291,4228.882,2230.873,1493.726,2361.956,44677.302,50266.976,5589.675
India,Assam,Jorhat,"Agriculture Year (Jul - Jun), 2018",197166.642,17460.071,47919.585,5369.350,3157.709,9482.118,4553.298,3350.657,5296.736,100577.118,112212.785,11635.667
India,Chhattisgarh,Bemetara,"Agriculture Year (Jul - Jun), 2018",285481.000,0.000,24647.000,11.000,23414.000,14.000,5193.000,3944.000,3042.000,225216.000,361093.000,135877.000
India,Chhattisgarh,Bastar,"Agriculture Year (Jul - Jun), 2012",405215.000,85889.000,26022.000,21695.000,27501.000,0.000,40831.000,10135.000,12683.000,180459.000,186078.000,5619.000
India,Chhattisgarh,Kanker,"Agriculture Year (Jul - Jun), 2016",643268.000,278588.000,30930.000,19050.000,63018.000,0.000,16128.000,11939.000,13709.000,209906.000,226343.000,16437.000
India,Bihar,Araria,"Agriculture Year (Jul - Jun), 2011",271712.000,838.000,51565.000,5009.000,226.000,19021.000,545.000,2935.000,6851.000,184722.000,291296.000,106574.000
India,Chhattisgarh,Balrampur,"Agriculture Year (Jul - Jun), 2016",601634.000,294701.000,29133.000,1637.000,84415.000,100.000,0.000,12737.000,22633.000,156278.000,179709.000,23431.000
India,Haryana,Gurugram,"Agriculture Year (Jul - Jun), 2016",120149.000,3491.000,30.000,31514.000,1017.000,218.000,23000.000,54.000,301.000,60524.000,101752.000,41228.000
India,Bihar,Katihar,"Agriculture Year (Jul - Jun), 2013",291349.000,1785.000,58275.000,22109.000,121.000,11086.000,634.000,5927.000,7740.000,183672.000,257599.000,73927.000
India,Assam,Marigaon,"Agriculture Year (Jul - Jun), 2013",155100.000,6611.000,49693.000,3569.000,4278.000,10853.000,661.000,990.000,4891.000,73554.000,126681.000,53127.000
